id,executable_id,endpoint_type,endpoint_value,protocol,port,confidence_score,detection_method,context,analysis_timestamp,executable_name,exe_classification
1,1,hostname,LocalHost:18830,tcp,18830.0,0.9,config_analysis,Main IPC tunnel: Dental,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
2,1,port,:3000,http,3000.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
3,1,port,:3001,http,3001.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
185,1,unknown,"http://www.w3.org/1999/02/22-rdf-syntax-ns#"">",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
186,1,unknown,"http://ns.adobe.com/xap/1.0/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
187,1,unknown,"http://purl.org/dc/elements/1.1/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
188,1,unknown,"http://ns.adobe.com/photoshop/1.0/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
189,1,unknown,"http://ns.adobe.com/xap/1.0/mm/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
190,1,unknown,"http://ns.adobe.com/xap/1.0/sType/ResourceEvent#""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
231,1,unknown,"http://www.w3.org/1999/02/22-rdf-syntax-ns#"">",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.dabacbb, 2021/04/14-00:39:44        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
232,1,unknown,"http://ns.adobe.com/xap/1.0/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.dabacbb, 2021/04/14-00:39:44        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
233,1,unknown,"http://purl.org/dc/elements/1.1/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.dabacbb, 2021/04/14-00:39:44        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
234,1,unknown,"http://ns.adobe.com/photoshop/1.0/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.dabacbb, 2021/04/14-00:39:44        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
235,1,unknown,"http://ns.adobe.com/xap/1.0/mm/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.dabacbb, 2021/04/14-00:39:44        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
236,1,unknown,"http://ns.adobe.com/xap/1.0/sType/ResourceEvent#""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.dabacbb, 2021/04/14-00:39:44        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-sy",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1102,1,unknown,"http://purl.org/dc/elements/1.1/""",,,0.9,hybrid_analysis,"xmlns:dc=""http://purl.org/dc/elements/1.1/""",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1207,1,unknown,"http://www.w3.org/2000/svg""",,,0.9,hybrid_analysis,"<svg data-v-85fa1fda="""" id=""svg"" viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1"" class=""svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:svgjs=""http://svgjs.com/svgjs"" style=",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1208,1,unknown,"http://www.w3.org/1999/xlink""",,,0.9,hybrid_analysis,"<svg data-v-85fa1fda="""" id=""svg"" viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1"" class=""svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:svgjs=""http://svgjs.com/svgjs"" style=",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1209,1,unknown,"http://svgjs.com/svgjs""",,,0.9,hybrid_analysis,"<svg data-v-85fa1fda="""" id=""svg"" viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1"" class=""svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:svgjs=""http://svgjs.com/svgjs"" style=",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1776,1,unknown,"http://www.w3.org/2000/svg""",,,0.9,hybrid_analysis,"<svg data-v-85fa1fda="""" id=""svg"" viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1"" class=""svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:svgjs=""http://svgjs.com/svgjs"" style=",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1777,1,unknown,"http://www.w3.org/1999/xlink""",,,0.9,hybrid_analysis,"<svg data-v-85fa1fda="""" id=""svg"" viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1"" class=""svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:svgjs=""http://svgjs.com/svgjs"" style=",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1778,1,unknown,"http://svgjs.com/svgjs""",,,0.9,hybrid_analysis,"<svg data-v-85fa1fda="""" id=""svg"" viewBox=""0 0 32 32"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1"" class=""svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:svgjs=""http://svgjs.com/svgjs"" style=",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1917,1,unknown,"http://www.w3.org/1999/02/22-rdf-syntax-ns#"">",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.164753, 2021/02/15-11:52:13        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syn",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1918,1,unknown,"http://ns.adobe.com/xap/1.0/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.164753, 2021/02/15-11:52:13        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syn",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1919,1,unknown,"http://purl.org/dc/elements/1.1/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.164753, 2021/02/15-11:52:13        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syn",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1920,1,unknown,"http://ns.adobe.com/photoshop/1.0/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.164753, 2021/02/15-11:52:13        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syn",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1921,1,unknown,"http://ns.adobe.com/xap/1.0/mm/""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.164753, 2021/02/15-11:52:13        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syn",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
1922,1,unknown,"http://ns.adobe.com/xap/1.0/sType/ResourceEvent#""",,,0.9,hybrid_analysis,""" id=""W5M0MpCehiHzreSzNTczkc9d""?> <x:xmpmeta xmlns:x=""adobe:ns:meta/"" x:xmptk=""Adobe XMP Core 6.0-c006 79.164753, 2021/02/15-11:52:13        ""> <rdf:RDF xmlns:rdf=""http://www.w3.org/1999/02/22-rdf-syn",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
2818,2,hostname,LocalHost:18830,tcp,18830.0,0.9,config_analysis,Main IPC tunnel: Dental,2025-08-15T21:38:59.710519,DentalAlgoService.exe,algorithm_service
2819,2,port,:3000,http,3000.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.710519,DentalAlgoService.exe,algorithm_service
2820,2,port,:3001,http,3001.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.710519,DentalAlgoService.exe,algorithm_service
2838,3,hostname,LocalHost:18830,tcp,18830.0,0.9,config_analysis,Main IPC tunnel: Dental,2025-08-15T21:38:59.878989,DentalScanAppLogic.exe,scanning_logic
2839,3,port,:3000,http,3000.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.878989,DentalScanAppLogic.exe,scanning_logic
2840,3,port,:3001,http,3001.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.878989,DentalScanAppLogic.exe,scanning_logic
2858,5,hostname,LocalHost:18830,tcp,18830.0,0.9,config_analysis,Main IPC tunnel: Dental,2025-08-15T21:38:59.900626,DentalNetwork.exe,network_service
2859,5,port,:3000,http,3000.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.900626,DentalNetwork.exe,network_service
2860,5,port,:3001,http,3001.0,0.9,config_analysis,HTTP socket from system configuration,2025-08-15T21:38:59.900626,DentalNetwork.exe,network_service
4,1,unknown,http://www.w3.org/2001/XMLSchema-instance,,,0.8,hybrid_analysis,http://www.w3.org/2001/XMLSchema-instance,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
5,1,unknown,http://www.w3.org/2001/XMLSchema,,,0.8,hybrid_analysis,http://www.w3.org/2001/XMLSchema,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
6,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
7,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
8,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
9,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
10,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
11,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
12,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
13,1,unknown,https://www.dental3dcloud.com,,,0.8,hybrid_analysis,"Your current account has initiated a cancellation application and will be officially cancelled from <a href=""https://www.dental3dcloud.com"" style=""color:#007AFE;"">www.dental3dcloud.com</a>.If you want",2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
14,1,unknown,http://multipart.test,,,0.8,hybrid_analysis,http://multipart.test,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
15,1,unknown,http://ocsp.thawte.com0,,,0.8,hybrid_analysis,http://ocsp.thawte.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
16,1,unknown,http://crl.thawte.com/ThawteTimestampingCA.crl0,,,0.8,hybrid_analysis,.http://crl.thawte.com/ThawteTimestampingCA.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
17,1,unknown,http://ts-ocsp.ws.symantec.com07,,,0.8,hybrid_analysis,http://ts-ocsp.ws.symantec.com07,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
18,1,unknown,http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,,,0.8,hybrid_analysis,+http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
19,1,unknown,http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,,,0.8,hybrid_analysis,+http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
20,1,unknown,http://logo.verisign.com/vslogo.gif0,,,0.8,hybrid_analysis,#http://logo.verisign.com/vslogo.gif0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
21,1,unknown,http://sv.symcb.com/sv.crl0a,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crl0a,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
22,1,unknown,https://d.symcb.com/cps0%,,,0.8,hybrid_analysis,https://d.symcb.com/cps0%,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
23,1,unknown,https://d.symcb.com/rpa0,,,0.8,hybrid_analysis,https://d.symcb.com/rpa0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
24,1,unknown,http://sv.symcd.com0,,,0.8,hybrid_analysis,http://sv.symcd.com0&,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
25,1,unknown,http://sv.symcb.com/sv.crt0,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crt0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
26,1,unknown,http://s2.symcb.com0,,,0.8,hybrid_analysis,http://s2.symcb.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
27,1,unknown,http://www.symauth.com/cps0(,,,0.8,hybrid_analysis,http://www.symauth.com/cps0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
28,1,unknown,http://www.symauth.com/rpa00,,,0.8,hybrid_analysis,http://www.symauth.com/rpa00,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
29,1,unknown,http://s1.symcb.com/pca3-g5.crl0,,,0.8,hybrid_analysis,http://s1.symcb.com/pca3-g5.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
30,1,unknown,http://ocsp.thawte.com0,,,0.8,hybrid_analysis,http://ocsp.thawte.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
31,1,unknown,http://crl.thawte.com/ThawteTimestampingCA.crl0,,,0.8,hybrid_analysis,.http://crl.thawte.com/ThawteTimestampingCA.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
32,1,unknown,http://ts-ocsp.ws.symantec.com07,,,0.8,hybrid_analysis,http://ts-ocsp.ws.symantec.com07,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
33,1,unknown,http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,,,0.8,hybrid_analysis,+http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
34,1,unknown,http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,,,0.8,hybrid_analysis,+http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
35,1,unknown,http://logo.verisign.com/vslogo.gif0,,,0.8,hybrid_analysis,#http://logo.verisign.com/vslogo.gif0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
36,1,unknown,http://sv.symcb.com/sv.crl0a,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crl0a,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
37,1,unknown,https://d.symcb.com/cps0%,,,0.8,hybrid_analysis,https://d.symcb.com/cps0%,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
38,1,unknown,https://d.symcb.com/rpa0,,,0.8,hybrid_analysis,https://d.symcb.com/rpa0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
39,1,unknown,http://sv.symcd.com0,,,0.8,hybrid_analysis,http://sv.symcd.com0&,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
40,1,unknown,http://sv.symcb.com/sv.crt0,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crt0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
41,1,unknown,http://s2.symcb.com0,,,0.8,hybrid_analysis,http://s2.symcb.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
42,1,unknown,http://www.symauth.com/cps0(,,,0.8,hybrid_analysis,http://www.symauth.com/cps0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
43,1,unknown,http://www.symauth.com/rpa00,,,0.8,hybrid_analysis,http://www.symauth.com/rpa00,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
44,1,unknown,http://s1.symcb.com/pca3-g5.crl0,,,0.8,hybrid_analysis,http://s1.symcb.com/pca3-g5.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
45,1,unknown,http://ocsp.thawte.com0,,,0.8,hybrid_analysis,http://ocsp.thawte.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
46,1,unknown,http://crl.thawte.com/ThawteTimestampingCA.crl0,,,0.8,hybrid_analysis,.http://crl.thawte.com/ThawteTimestampingCA.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
47,1,unknown,http://ts-ocsp.ws.symantec.com07,,,0.8,hybrid_analysis,http://ts-ocsp.ws.symantec.com07,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
48,1,unknown,http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,,,0.8,hybrid_analysis,+http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
49,1,unknown,http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,,,0.8,hybrid_analysis,+http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
50,1,unknown,http://logo.verisign.com/vslogo.gif0,,,0.8,hybrid_analysis,#http://logo.verisign.com/vslogo.gif0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
51,1,unknown,http://sv.symcb.com/sv.crl0a,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crl0a,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
52,1,unknown,https://d.symcb.com/cps0%,,,0.8,hybrid_analysis,https://d.symcb.com/cps0%,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
53,1,unknown,https://d.symcb.com/rpa0,,,0.8,hybrid_analysis,https://d.symcb.com/rpa0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
54,1,unknown,http://sv.symcd.com0,,,0.8,hybrid_analysis,http://sv.symcd.com0&,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
55,1,unknown,http://sv.symcb.com/sv.crt0,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crt0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
56,1,unknown,http://s2.symcb.com0,,,0.8,hybrid_analysis,http://s2.symcb.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
57,1,unknown,http://www.symauth.com/cps0(,,,0.8,hybrid_analysis,http://www.symauth.com/cps0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
58,1,unknown,http://www.symauth.com/rpa00,,,0.8,hybrid_analysis,http://www.symauth.com/rpa00,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
59,1,unknown,http://s1.symcb.com/pca3-g5.crl0,,,0.8,hybrid_analysis,http://s1.symcb.com/pca3-g5.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
60,1,unknown,http://ocsp.thawte.com0,,,0.8,hybrid_analysis,http://ocsp.thawte.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
61,1,unknown,http://crl.thawte.com/ThawteTimestampingCA.crl0,,,0.8,hybrid_analysis,.http://crl.thawte.com/ThawteTimestampingCA.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
62,1,unknown,http://ts-ocsp.ws.symantec.com07,,,0.8,hybrid_analysis,http://ts-ocsp.ws.symantec.com07,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
63,1,unknown,http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,,,0.8,hybrid_analysis,+http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
64,1,unknown,http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,,,0.8,hybrid_analysis,+http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
65,1,unknown,http://logo.verisign.com/vslogo.gif0,,,0.8,hybrid_analysis,#http://logo.verisign.com/vslogo.gif0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
66,1,unknown,http://sv.symcb.com/sv.crl0a,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crl0a,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
67,1,unknown,https://d.symcb.com/cps0%,,,0.8,hybrid_analysis,https://d.symcb.com/cps0%,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
68,1,unknown,https://d.symcb.com/rpa0,,,0.8,hybrid_analysis,https://d.symcb.com/rpa0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
69,1,unknown,http://sv.symcd.com0,,,0.8,hybrid_analysis,http://sv.symcd.com0&,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
70,1,unknown,http://sv.symcb.com/sv.crt0,,,0.8,hybrid_analysis,http://sv.symcb.com/sv.crt0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
71,1,unknown,http://s2.symcb.com0,,,0.8,hybrid_analysis,http://s2.symcb.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
72,1,unknown,http://www.symauth.com/cps0(,,,0.8,hybrid_analysis,http://www.symauth.com/cps0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
73,1,unknown,http://www.symauth.com/rpa00,,,0.8,hybrid_analysis,http://www.symauth.com/rpa00,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
74,1,unknown,http://s1.symcb.com/pca3-g5.crl0,,,0.8,hybrid_analysis,http://s1.symcb.com/pca3-g5.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
75,1,unknown,http://ocsp.thawte.com0,,,0.8,hybrid_analysis,http://ocsp.thawte.com0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
76,1,unknown,http://crl.thawte.com/ThawteTimestampingCA.crl0,,,0.8,hybrid_analysis,.http://crl.thawte.com/ThawteTimestampingCA.crl0,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
77,1,unknown,http://ts-ocsp.ws.symantec.com07,,,0.8,hybrid_analysis,http://ts-ocsp.ws.symantec.com07,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
78,1,unknown,http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,,,0.8,hybrid_analysis,+http://ts-aia.ws.symantec.com/tss-ca-g2.cer0<,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
79,1,unknown,http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,,,0.8,hybrid_analysis,+http://ts-crl.ws.symantec.com/tss-ca-g2.crl0(,2025-08-15T21:38:59.593108,IntraoralScan.exe,main_ui
